	first_seq	num_seqs	last_seq
Canada	2025-01-27	43	2025-05-28
USA	2025-02-11	380	2025-06-04
Spain	2025-02-21	130	2025-06-05
Luxembourg	2025-03-13	1	2025-03-13
Nigeria	2025-03-17	2	2025-03-19
France	2025-03-19	35	2025-05-24
Belgium	2025-03-20	6	2025-05-14
Netherlands	2025-03-26	24	2025-05-31
United Kingdom	2025-03-31	84	2025-06-01
Bahrain	2025-04-03	20	2025-05-15
Norway	2025-04-06	5	2025-05-08
Italy	2025-04-07	9	2025-05-27
China	2025-04-11	2	2025-04-20
Denmark	2025-04-14	11	2025-05-12
Singapore	2025-04-14	27	2025-05-27
Australia	2025-04-15	24	2025-05-29
Germany	2025-04-16	15	2025-05-18
Ireland	2025-04-22	12	2025-05-28
Japan	2025-04-23	3	2025-05-12
Sweden	2025-04-24	4	2025-05-17
Switzerland	2025-04-28	1	2025-04-28
Thailand	2025-04-30	7	2025-05-21
Pakistan	2025-04-30	10	2025-05-30
Israel	2025-05-01	1	2025-05-01
New Zealand	2025-05-01	8	2025-06-01
South Korea	2025-05-08	2	2025-05-09
Bangladesh	2025-05-09	1	2025-05-09
Brazil	2025-05-13	2	2025-05-21
India	2025-05-13	82	2025-06-04
Myanmar	2025-05-20	15	2025-05-30
Taiwan	2025-05-26	1	2025-05-26
Poland	2025-06-05	1	2025-06-05
