	first_seq	num_seqs	last_seq
India	2024-02-11	21	2024-06-25
USA	2024-02-11	14888	2025-05-10
Thailand	2024-02-17	155	2025-05-11
Japan	2024-02-22	11201	2025-04-25
Sweden	2024-02-27	391	2025-04-08
China	2024-02-27	179	2025-05-13
United Kingdom	2024-03-05	5475	2025-05-30
South Korea	2024-03-06	1315	2025-05-07
Canada	2024-03-06	8808	2025-05-23
Australia	2024-03-09	3410	2025-04-29
Ireland	2024-03-10	843	2025-05-22
Finland	2024-03-12	111	2025-01-26
New Zealand	2024-03-14	1421	2025-06-01
Denmark	2024-03-18	405	2025-02-24
Germany	2024-03-21	565	2025-03-23
France	2024-03-21	1341	2025-05-07
Spain	2024-03-26	2555	2025-06-02
Singapore	2024-03-28	300	2025-05-08
Norway	2024-03-31	47	2025-04-08
Portugal	2024-04-08	383	2024-09-24
Russia	2024-04-10	33	2024-12-11
Italy	2024-04-10	370	2025-05-02
Belgium	2024-04-13	73	2025-01-30
Hong Kong	2024-04-16	67	2025-01-24
Israel	2024-04-18	580	2025-01-13
Netherlands	2024-04-18	718	2025-02-08
Iceland	2024-04-20	59	2024-07-29
Sint Maarten	2024-04-24	10	2024-07-30
Nepal	2024-04-28	7	2024-08-05
Taiwan	2024-04-29	204	2025-03-17
Switzerland	2024-04-30	105	2024-12-09
Mauritius	2024-05-02	9	2024-10-10
Malaysia	2024-05-02	83	2025-02-06
South Africa	2024-05-13	51	2025-02-08
Cambodia	2024-05-14	3	2024-06-06
Luxembourg	2024-05-15	68	2025-03-31
Georgia	2024-05-23	19	2024-10-16
Costa Rica	2024-05-23	47	2025-02-11
Czech Republic	2024-05-24	19	2024-09-28
Slovenia	2024-05-28	113	2025-03-21
Austria	2024-05-30	41	2025-01-09
Montenegro	2024-05-31	5	2024-07-29
Romania	2024-05-31	17	2025-01-04
Greece	2024-06-02	469	2024-11-26
Estonia	2024-06-03	4	2024-08-15
Mexico	2024-06-03	79	2024-12-05
Ukraine	2024-06-05	3	2024-10-07
Indonesia	2024-06-08	1	2024-06-08
Bonaire	2024-06-10	3	2024-06-10
Curacao	2024-06-10	6	2024-10-10
Poland	2024-06-10	50	2024-11-27
Guatemala	2024-06-11	3	2024-07-17
Barbados	2024-06-12	6	2024-09-05
Brunei	2024-06-13	8	2024-07-14
Croatia	2024-06-19	30	2025-03-21
Kenya	2024-06-20	2	2024-11-13
Laos	2024-06-20	47	2025-05-17
Myanmar	2024-06-21	2	2024-07-26
Chile	2024-06-21	630	2025-04-20
Guadeloupe	2024-06-24	14	2024-09-23
Dominican Republic	2024-06-28	1	2024-06-28
Uruguay	2024-06-28	5	2024-11-20
Palau	2024-06-30	1	2024-06-30
Brazil	2024-07-02	77	2025-04-10
Moldova	2024-07-03	4	2024-08-10
Lebanon	2024-07-03	2	2024-08-26
Peru	2024-07-08	6	2025-01-15
Slovakia	2024-07-10	16	2024-10-16
Kosovo	2024-07-31	8	2024-08-12
Jordan	2024-08-01	1	2024-08-01
Ecuador	2024-08-02	4	2024-09-12
Argentina	2024-08-10	13	2025-02-17
Tunisia	2024-08-19	1	2024-08-19
Bulgaria	2024-08-21	7	2024-09-23
Turkey	2024-08-24	8	2024-09-28
Oman	2024-09-09	1	2024-09-09
Qatar	2024-09-11	3	2024-09-20
Hungary	2024-09-13	4	2024-10-29
Bahrain	2024-09-18	1	2024-09-18
