	first_seq	num_seqs	last_seq
Indonesia	2020-04-23	36	2021-06-02
India	2020-09-07	3564	2021-05-16
Luxembourg	2021-03-03	52	2021-05-22
USA	2021-03-03	1936	2021-06-03
France	2021-03-15	97	2021-05-25
Australia	2021-03-18	130	2021-06-03
United Kingdom	2021-03-18	22499	2021-06-03
Germany	2021-03-18	529	2021-05-31
Greece	2021-03-23	10	2021-05-07
Romania	2021-03-28	7	2021-05-18
Japan	2021-03-28	167	2021-05-30
Denmark	2021-03-29	95	2021-05-24
New Zealand	2021-03-30	11	2021-05-18
Sweden	2021-04-01	37	2021-05-21
Singapore	2021-04-01	247	2021-05-26
Italy	2021-04-02	142	2021-05-25
Bahrain	2021-04-05	15	2021-04-10
Bulgaria	2021-04-05	1	2021-04-05
Belgium	2021-04-06	189	2021-06-02
Ireland	2021-04-07	126	2021-05-20
Russia	2021-04-07	171	2021-05-27
Switzerland	2021-04-07	92	2021-06-06
Canada	2021-04-08	4	2021-04-19
South Korea	2021-04-11	20	2021-05-28
Netherlands	2021-04-13	58	2021-05-20
Norway	2021-04-15	55	2021-05-30
Aruba	2021-04-16	3	2021-04-22
Qatar	2021-04-17	30	2021-05-18
Austria	2021-04-17	5	2021-05-13
Portugal	2021-04-18	89	2021-05-24
Ghana	2021-04-20	2	2021-04-20
Slovenia	2021-04-20	4	2021-05-07
Israel	2021-04-20	30	2021-05-10
Uganda	2021-04-20	4	2021-04-26
Democratic Republic of the Congo	2021-04-20	6	2021-05-03
Vietnam	2021-04-21	54	2021-05-21
Mexico	2021-04-21	30	2021-05-21
China	2021-04-21	7	2021-04-24
Hong Kong	2021-04-22	1	2021-04-22
Morocco	2021-04-22	1	2021-04-22
Spain	2021-04-23	170	2021-05-31
Argentina	2021-04-24	1	2021-04-24
South Africa	2021-04-24	20	2021-05-06
Jordan	2021-04-26	1	2021-04-26
Poland	2021-04-26	65	2021-05-22
Iran	2021-04-26	11	2021-05-11
Finland	2021-04-26	9	2021-05-03
Brazil	2021-04-26	3	2021-05-22
Bangladesh	2021-04-27	48	2021-05-28
Malaysia	2021-04-28	10	2021-05-21
Botswana	2021-04-28	3	2021-05-10
Nepal	2021-04-30	2	2021-05-08
Czech Republic	2021-04-30	11	2021-05-11
Sint Maarten	2021-04-30	1	2021-04-30
Thailand	2021-05-02	92	2021-05-27
Turkey	2021-05-07	2	2021-05-24
Georgia	2021-05-11	4	2021-05-15
Pakistan	2021-05-16	7	2021-05-27
Cambodia	2021-05-25	3	2021-05-29
