	first_seq	num_seqs	last_seq
Switzerland	2023-03-20	955	2024-07-07
USA	2023-03-20	55249	2025-02-24
Japan	2023-03-24	10967	2024-05-01
Germany	2023-03-30	1937	2024-10-05
Indonesia	2023-04-03	28	2023-12-26
Italy	2023-04-04	2609	2024-05-08
Hong Kong	2023-04-06	269	2023-11-29
France	2023-04-06	7882	2024-07-02
South Korea	2023-04-11	6378	2024-03-20
Netherlands	2023-04-13	2034	2024-04-03
Australia	2023-04-19	2626	2024-03-07
Spain	2023-04-19	5164	2024-05-20
Canada	2023-04-19	24281	2024-07-03
China	2023-04-20	7917	2024-04-09
Taiwan	2023-04-21	216	2024-01-18
Croatia	2023-04-21	428	2024-01-30
Mexico	2023-04-21	238	2024-04-02
Thailand	2023-04-22	185	2024-02-15
United Kingdom	2023-04-22	8038	2024-07-31
Brazil	2023-04-28	252	2024-02-19
Portugal	2023-05-02	591	2024-05-20
Singapore	2023-05-12	1193	2024-01-15
Laos	2023-05-13	40	2024-02-04
Denmark	2023-05-15	2279	2024-02-26
Lithuania	2023-05-16	535	2023-12-29
Poland	2023-05-16	486	2024-02-28
Guatemala	2023-05-22	72	2024-01-22
Luxembourg	2023-05-24	476	2023-12-05
Israel	2023-05-24	640	2024-04-15
Austria	2023-05-30	782	2024-03-04
Ecuador	2023-05-31	291	2024-02-06
Russia	2023-06-02	570	2024-04-15
Sweden	2023-06-06	4380	2024-04-24
New Zealand	2023-06-06	1410	2024-07-15
Belgium	2023-06-12	1404	2024-02-08
Greece	2023-06-12	2154	2024-02-21
Brunei	2023-06-14	42	2023-12-13
Malaysia	2023-06-15	139	2024-01-07
Ireland	2023-06-16	878	2024-01-30
Finland	2023-06-16	995	2024-03-09
Norway	2023-06-18	235	2024-01-25
Philippines	2023-06-20	2	2023-08-20
India	2023-06-22	19	2024-01-14
Iceland	2023-06-22	250	2024-01-16
Argentina	2023-06-26	57	2024-02-05
Trinidad and Tobago	2023-06-29	4	2023-08-24
Estonia	2023-07-05	194	2024-01-17
Romania	2023-07-10	97	2023-12-09
Cabo Verde	2023-07-12	1	2023-07-12
Colombia	2023-07-12	68	2024-01-11
Oman	2023-07-13	5	2023-09-06
South Africa	2023-07-14	46	2024-01-13
Pakistan	2023-07-19	4	2023-12-31
El Salvador	2023-07-26	4	2023-08-24
Cyprus	2023-07-26	116	2024-02-11
Costa Rica	2023-07-27	62	2024-02-20
Slovenia	2023-07-27	471	2024-03-19
Rwanda	2023-07-28	21	2024-01-17
Bahrain	2023-07-30	21	2023-10-10
Aruba	2023-07-31	2	2023-08-16
Albania	2023-07-31	3	2023-08-18
Dominican Republic	2023-07-31	6	2023-10-10
Georgia	2023-08-02	9	2023-11-01
Turkey	2023-08-02	246	2024-02-13
Qatar	2023-08-06	7	2023-11-28
Central African Republic	2023-08-10	1	2023-08-10
Bermuda	2023-08-10	7	2023-09-05
Kuwait	2023-08-10	6	2023-10-10
Kenya	2023-08-11	1	2023-08-11
Chile	2023-08-12	516	2024-06-08
Guadeloupe	2023-08-14	4	2023-12-12
Palestine	2023-08-15	10	2023-10-05
Tunisia	2023-08-16	6	2023-12-08
Bulgaria	2023-08-16	63	2024-01-09
Mongolia	2023-08-17	2	2023-08-17
Lebanon	2023-08-20	2	2023-09-18
Uruguay	2023-08-21	11	2024-01-31
Sint Maarten	2023-08-22	12	2023-09-19
Montenegro	2023-08-22	32	2023-12-05
Peru	2023-08-23	199	2024-01-26
Mauritius	2023-08-25	11	2023-11-29
Slovakia	2023-08-28	231	2024-01-22
Vietnam	2023-08-30	2	2023-09-28
Curacao	2023-08-30	34	2023-12-25
Ukraine	2023-09-01	86	2024-05-13
Czech Republic	2023-09-02	142	2024-01-16
Iran	2023-09-03	2	2023-09-12
North Macedonia	2023-09-04	14	2024-01-09
Jamaica	2023-09-06	1	2023-09-06
Honduras	2023-09-06	5	2024-01-11
Kazakhstan	2023-09-06	17	2024-02-05
Morocco	2023-09-07	1	2023-09-07
Hungary	2023-09-11	51	2023-12-19
Haiti	2023-09-13	2	2023-10-23
Paraguay	2023-09-27	28	2024-01-29
Kosovo	2023-10-09	9	2023-12-12
Bonaire	2023-10-10	1	2023-10-10
Saint Lucia	2023-11-03	2	2023-12-07
Cambodia	2023-11-11	7	2023-12-22
Myanmar	2023-11-20	2	2023-12-19
Venezuela	2023-12-20	3	2024-01-11
Grenada	2024-01-08	1	2024-01-08
