	first_seq	num_seqs	last_seq
United Kingdom	2025-01-22	54	2025-05-31
Thailand	2025-02-04	213	2025-05-23
Singapore	2025-02-05	480	2025-05-27
Hong Kong	2025-02-06	169	2025-05-23
China	2025-02-18	1285	2025-06-03
Australia	2025-02-22	307	2025-05-31
Canada	2025-03-05	143	2025-05-25
USA	2025-03-06	246	2025-06-04
South Korea	2025-03-10	114	2025-05-15
Japan	2025-03-21	43	2025-05-27
France	2025-03-23	32	2025-05-22
Finland	2025-03-24	6	2025-05-04
Germany	2025-03-24	20	2025-05-21
Netherlands	2025-03-24	21	2025-06-02
Taiwan	2025-03-26	61	2025-05-26
Denmark	2025-03-31	9	2025-05-05
Spain	2025-04-04	35	2025-06-02
Russia	2025-04-08	2	2025-04-14
Ireland	2025-04-10	23	2025-05-16
Italy	2025-04-10	4	2025-05-26
Sweden	2025-04-15	3	2025-04-23
New Zealand	2025-04-16	101	2025-06-02
Belgium	2025-04-22	1	2025-04-22
Malaysia	2025-04-23	3	2025-04-30
Costa Rica	2025-05-02	1	2025-05-02
Cambodia	2025-05-05	15	2025-05-19
Laos	2025-05-08	6	2025-05-25
Bahrain	2025-05-14	2	2025-05-14
Barbados	2025-05-15	1	2025-05-15
Vietnam	2025-05-16	5	2025-05-19
Bonaire	2025-05-17	1	2025-05-17
