	first_seq	num_seqs	last_seq
India	2024-01-01	315	2024-09-05
USA	2024-01-08	16205	2025-05-05
France	2024-01-11	1233	2025-02-18
Australia	2024-01-15	1190	2025-03-28
Japan	2024-01-23	600	2025-01-18
United Kingdom	2024-01-27	3188	2025-03-19
Canada	2024-02-01	4152	2025-01-28
Singapore	2024-02-01	1583	2025-03-21
South Korea	2024-02-04	443	2025-02-07
Bangladesh	2024-02-05	8	2024-03-20
Oman	2024-02-05	73	2024-11-10
Denmark	2024-02-05	170	2024-11-18
Switzerland	2024-02-05	90	2024-11-25
Pakistan	2024-02-07	2	2024-03-28
New Zealand	2024-02-07	598	2024-12-13
Germany	2024-02-07	311	2025-01-20
South Africa	2024-02-08	60	2024-09-30
Thailand	2024-02-09	375	2025-01-01
Finland	2024-02-11	69	2025-01-07
Ecuador	2024-02-12	69	2025-03-19
Algeria	2024-02-14	2	2024-07-24
Sweden	2024-02-19	408	2025-03-18
China	2024-02-19	535	2025-04-11
Bahrain	2024-02-20	38	2024-09-25
Israel	2024-02-21	353	2025-01-20
Spain	2024-02-21	1045	2025-05-21
Belgium	2024-02-26	64	2025-02-25
Italy	2024-03-02	261	2024-11-06
Ireland	2024-03-04	372	2025-04-30
Brunei	2024-03-05	12	2024-07-06
Malaysia	2024-03-05	191	2025-04-18
Russia	2024-03-10	346	2025-04-02
Netherlands	2024-03-12	369	2025-03-09
Slovenia	2024-03-13	61	2024-11-11
Norway	2024-03-15	48	2024-11-14
Estonia	2024-03-19	5	2024-09-12
Laos	2024-03-20	51	2024-09-09
Qatar	2024-03-22	11	2024-09-25
Portugal	2024-03-24	124	2024-08-24
Nepal	2024-03-28	45	2024-08-24
Taiwan	2024-04-01	193	2025-03-17
Peru	2024-04-04	65	2025-01-09
Mauritius	2024-04-08	26	2024-10-09
Iceland	2024-04-12	28	2024-07-26
Hong Kong	2024-04-15	124	2024-12-11
Mozambique	2024-04-16	6	2024-06-04
Luxembourg	2024-04-20	28	2024-10-12
Mexico	2024-04-22	386	2024-10-04
Saudi Arabia	2024-04-23	1	2024-04-23
Austria	2024-04-23	27	2024-11-09
Costa Rica	2024-04-23	321	2024-12-15
Philippines	2024-04-24	14	2024-07-16
Cambodia	2024-04-25	43	2024-08-27
Hungary	2024-04-30	2	2024-10-21
Kuwait	2024-05-01	11	2024-06-02
Myanmar	2024-05-06	11	2024-09-19
Barbados	2024-05-10	12	2024-06-24
Brazil	2024-05-14	166	2025-02-03
Chile	2024-05-14	30	2025-02-28
Madagascar	2024-05-17	2	2024-06-05
Botswana	2024-05-21	3	2024-05-29
Dominican Republic	2024-05-21	118	2024-07-30
Egypt	2024-05-22	8	2024-10-10
Greece	2024-05-24	135	2024-12-17
Colombia	2024-05-30	26	2024-09-11
Czech Republic	2024-05-30	17	2024-10-14
Kenya	2024-06-04	2	2024-08-16
Guatemala	2024-06-04	82	2024-09-22
Venezuela	2024-06-07	1	2024-06-07
Indonesia	2024-06-10	8	2024-11-16
Romania	2024-06-11	16	2024-10-24
Croatia	2024-06-12	13	2025-03-21
Honduras	2024-06-14	24	2024-09-19
Palau	2024-06-16	1	2024-06-16
Paraguay	2024-06-20	1	2024-06-20
Senegal	2024-06-23	9	2024-07-30
Lebanon	2024-06-24	1	2024-06-24
Ukraine	2024-06-27	105	2024-12-26
Poland	2024-06-28	79	2024-11-21
El Salvador	2024-07-01	3	2024-07-30
Guadeloupe	2024-07-01	4	2024-10-08
Sint Maarten	2024-07-07	5	2024-08-12
Curacao	2024-07-07	7	2025-01-24
Uruguay	2024-07-09	1	2024-07-09
Georgia	2024-07-15	2	2024-08-26
Kosovo	2024-07-23	4	2024-08-08
Tunisia	2024-07-26	1	2024-07-26
Turkey	2024-08-01	6	2024-10-04
Moldova	2024-08-07	5	2024-08-20
Jordan	2024-08-08	1	2024-08-08
Bulgaria	2024-08-08	6	2024-09-05
Argentina	2024-08-14	4	2024-10-10
Slovakia	2024-08-22	8	2024-10-09
