	first_seq	num_seqs	last_seq
Lebanon	2020-01-10	35	2022-01-27
Brazil	2020-03-09	5093	2025-03-17
Switzerland	2020-03-14	1827	2024-03-21
USA	2020-03-16	32941	2025-05-23
Sweden	2020-03-20	1253	2025-04-28
Spain	2020-03-20	2060	2025-05-23
Australia	2020-03-20	420	2025-05-25
United Kingdom	2020-03-26	10218	2025-04-29
Germany	2020-03-27	5970	2025-04-07
Mexico	2020-03-28	352	2024-08-21
Canada	2020-03-31	3533	2025-05-13
India	2020-04-06	1960	2024-07-22
Indonesia	2020-04-09	133	2023-12-19
Romania	2020-04-11	70	2024-06-15
Japan	2020-04-17	1455	2025-05-01
Italy	2020-04-21	2095	2025-05-04
Egypt	2020-04-26	310	2022-06-21
Austria	2020-04-26	547	2024-09-25
Qatar	2020-05-08	54	2024-10-14
Guinea-Bissau	2020-05-13	2	2021-01-29
Kenya	2020-05-17	89	2023-08-30
South Africa	2020-05-28	246	2024-05-06
Democratic Republic of the Congo	2020-05-29	9	2022-07-28
Malaysia	2020-05-29	92	2024-07-12
Senegal	2020-06-07	880	2021-12-29
South Korea	2020-06-08	497	2025-04-17
North Macedonia	2020-06-11	100	2024-01-26
Saudi Arabia	2020-06-13	9	2021-09-06
Belgium	2020-06-18	1429	2024-09-19
Bangladesh	2020-06-19	51	2022-01-09
Libya	2020-06-22	73	2021-07-15
United Arab Emirates	2020-06-25	96	2022-03-01
Colombia	2020-06-26	64	2024-02-06
Madagascar	2020-07-04	14	2021-05-20
Hong Kong	2020-07-04	41	2025-02-25
Tunisia	2020-07-09	36	2021-11-07
Guinea	2020-07-20	27	2022-08-23
Singapore	2020-07-27	151	2025-05-23
Philippines	2020-08-05	137	2024-11-04
Dominican Republic	2020-08-08	17	2023-07-04
Pakistan	2020-08-10	25	2024-09-01
France	2020-08-13	8244	2025-05-16
Netherlands	2020-08-16	1155	2025-05-25
Denmark	2020-08-17	2808	2025-05-12
Russia	2020-08-18	245	2025-02-03
Czech Republic	2020-08-19	134	2024-09-03
Chile	2020-08-21	295	2025-01-11
Peru	2020-08-21	358	2025-01-26
New Zealand	2020-08-30	70	2025-05-26
Cyprus	2020-09-02	27	2023-12-21
Nigeria	2020-09-09	313	2021-12-29
Burkina Faso	2020-09-21	16	2021-04-19
Jordan	2020-10-08	21	2021-12-05
Iceland	2020-10-08	32	2023-02-23
Oman	2020-10-12	9	2024-08-06
Uzbekistan	2020-10-14	4	2022-07-18
Argentina	2020-10-19	71	2024-11-11
Greece	2020-10-19	102	2024-12-10
Azerbaijan	2020-10-21	6	2020-12-12
Uganda	2020-10-29	47	2023-02-16
Slovenia	2020-10-31	361	2025-01-08
Ecuador	2020-11-04	37	2024-08-12
Poland	2020-11-09	223	2025-01-15
Luxembourg	2020-11-12	796	2024-06-30
Portugal	2020-11-12	209	2024-08-21
Algeria	2020-11-24	12	2023-09-13
Iran	2020-11-25	15	2022-12-17
Mauritania	2020-11-27	73	2022-07-11
Palestine	2020-11-29	7	2023-01-01
Norway	2020-11-29	758	2025-03-19
Ghana	2020-11-30	208	2021-11-02
Niger	2020-11-30	30	2022-01-07
Uruguay	2020-12-02	290	2022-12-12
Lithuania	2020-12-03	195	2024-11-09
Angola	2020-12-07	14	2021-07-18
Côte d'Ivoire	2020-12-07	166	2021-10-27
Israel	2020-12-07	415	2024-09-17
Bolivia	2020-12-08	3	2022-01-10
Republic of the Congo	2020-12-10	38	2021-10-25
Bosnia and Herzegovina	2020-12-17	9	2023-01-10
Bulgaria	2020-12-17	88	2023-12-12
French Polynesia	2020-12-18	1	2020-12-18
Serbia	2020-12-18	11	2023-01-15
Panama	2020-12-20	11	2022-08-01
Zimbabwe	2020-12-21	1	2020-12-21
Bhutan	2020-12-21	12	2021-01-06
Bahrain	2020-12-22	18	2023-02-02
Timor-Leste	2020-12-23	4	2021-06-15
Ukraine	2020-12-29	10	2023-12-19
Mauritius	2021-01-04	6	2022-12-07
Mozambique	2021-01-05	8	2022-07-20
Malawi	2021-01-06	3	2021-09-16
Finland	2021-01-06	733	2025-02-05
Myanmar	2021-01-09	6	2023-01-18
Costa Rica	2021-01-10	41	2025-05-12
Guadeloupe	2021-01-11	41	2021-11-09
Bahamas	2021-01-18	6	2021-07-23
Turkey	2021-01-20	245	2023-12-29
Afghanistan	2021-01-21	12	2021-01-21
Sint Maarten	2021-01-21	34	2021-02-17
Rwanda	2021-01-22	6	2021-01-30
Ireland	2021-01-22	409	2025-03-18
South Sudan	2021-01-23	44	2021-05-26
Sierra Leone	2021-01-25	3	2021-01-25
El Salvador	2021-01-25	4	2022-11-15
Gambia	2021-01-27	302	2021-10-20
Cameroon	2021-01-27	53	2022-07-01
Aruba	2021-01-28	7	2021-09-22
Benin	2021-01-30	210	2021-08-13
Thailand	2021-01-31	52	2024-12-14
Togo	2021-02-01	73	2023-03-14
Sudan	2021-02-06	76	2022-01-08
Central African Republic	2021-02-12	2	2021-03-09
Curacao	2021-02-17	5	2022-12-07
Honduras	2021-02-17	5	2024-12-08
Gabon	2021-02-21	108	2021-11-05
Sri Lanka	2021-03-02	7	2021-12-22
Morocco	2021-03-02	9	2022-01-30
Estonia	2021-03-04	65	2022-03-21
Mali	2021-03-20	42	2021-08-30
Belarus	2021-03-22	4	2021-09-21
Papua New Guinea	2021-03-24	9	2021-11-20
Djibouti	2021-03-26	10	2022-01-20
Latvia	2021-03-26	37	2022-11-03
Malta	2021-04-01	10	2021-12-19
Slovakia	2021-04-07	84	2024-11-26
Nicaragua	2021-04-17	7	2021-06-09
Croatia	2021-04-21	418	2025-03-21
Moldova	2021-05-04	1	2021-05-04
China	2021-05-05	206	2025-05-12
Haiti	2021-05-20	3	2023-05-23
Venezuela	2021-05-23	3	2024-01-30
Paraguay	2021-05-24	11	2022-12-31
Kuwait	2021-06-04	4	2022-01-30
Botswana	2021-06-13	5	2021-09-27
Fiji	2021-06-17	1	2021-06-17
Guatemala	2021-06-17	15	2025-04-12
Nepal	2021-06-20	53	2024-08-12
Georgia	2021-07-01	15	2021-12-18
Cabo Verde	2021-07-12	44	2021-12-03
Gibraltar	2021-07-20	5	2021-09-03
Kosovo	2021-07-28	9	2023-02-23
Montenegro	2021-08-02	29	2023-09-20
Suriname	2021-08-05	2	2021-09-29
Ethiopia	2021-08-06	2	2022-02-01
Mongolia	2021-08-06	5	2023-05-04
Trinidad and Tobago	2021-08-18	2	2021-11-14
Saint Lucia	2021-08-21	4	2021-09-14
Liechtenstein	2021-08-22	6	2021-12-27
Vietnam	2021-09-02	16	2025-05-16
Grenada	2021-09-07	1	2021-09-07
Saint Vincent and the Grenadines	2021-09-13	1	2021-09-13
Tanzania	2021-09-30	2	2022-07-17
Cambodia	2021-10-01	11	2024-06-05
Lesotho	2021-10-08	2	2022-05-17
Hungary	2021-11-15	4	2024-09-19
Brunei	2021-11-22	46	2022-01-23
Albania	2021-11-23	21	2022-06-28
Syria	2021-12-01	1	2021-12-01
Saint Martin	2021-12-02	1	2021-12-02
Iraq	2022-01-02	2	2022-01-02
Seychelles	2022-02-23	4	2022-08-29
Vanuatu	2022-06-07	1	2022-06-07
Jamaica	2022-08-14	2	2022-09-15
Kazakhstan	2022-12-28	1	2022-12-28
Taiwan	2023-09-17	15	2025-02-10
New Caledonia	2024-01-30	1	2024-01-30
