	first_seq	num_seqs	last_seq
Spain	2024-01-31	388	2024-12-02
India	2024-03-02	50	2024-08-31
Netherlands	2024-03-04	254	2024-11-25
USA	2024-03-04	10460	2025-02-18
France	2024-03-06	384	2025-02-04
New Zealand	2024-03-08	107	2024-11-24
Australia	2024-03-13	278	2024-12-13
Canada	2024-03-17	1898	2025-01-07
South Korea	2024-03-18	100	2024-11-20
Ireland	2024-03-21	240	2024-10-15
United Kingdom	2024-03-23	780	2025-01-05
Denmark	2024-03-25	160	2024-12-02
Singapore	2024-04-01	1647	2024-11-24
Germany	2024-04-04	127	2024-11-29
Japan	2024-04-11	155	2024-12-25
Oman	2024-04-12	25	2024-09-18
Sweden	2024-04-12	328	2024-11-27
Norway	2024-04-15	29	2024-09-20
Poland	2024-04-19	47	2024-11-08
Malaysia	2024-04-24	150	2024-10-21
Thailand	2024-04-24	43	2024-12-12
Iceland	2024-04-27	60	2024-07-23
Italy	2024-04-28	168	2025-02-04
Philippines	2024-04-29	2	2024-05-29
Switzerland	2024-04-30	32	2024-07-29
Luxembourg	2024-04-30	24	2024-10-17
Algeria	2024-05-01	2	2024-07-24
Portugal	2024-05-02	42	2024-09-22
Mauritius	2024-05-03	21	2024-08-30
Russia	2024-05-05	146	2024-12-20
Israel	2024-05-07	108	2024-10-26
China	2024-05-07	193	2024-12-20
Hong Kong	2024-05-09	37	2024-11-01
Brazil	2024-05-09	853	2025-02-06
Barbados	2024-05-10	9	2024-06-28
Taiwan	2024-05-13	64	2024-11-13
Slovenia	2024-05-16	38	2024-12-06
Cambodia	2024-05-17	7	2024-07-22
Belgium	2024-05-20	23	2024-09-25
South Africa	2024-05-20	13	2024-10-08
Georgia	2024-05-22	11	2024-10-02
Ukraine	2024-05-28	47	2024-11-29
Costa Rica	2024-05-29	233	2024-10-16
Egypt	2024-06-02	3	2024-07-17
Finland	2024-06-03	19	2024-09-23
Greece	2024-06-04	58	2024-10-29
Brunei	2024-06-06	8	2024-07-14
Colombia	2024-06-06	20	2024-09-04
Indonesia	2024-06-07	4	2024-08-05
Guatemala	2024-06-09	193	2024-09-02
El Salvador	2024-06-11	12	2024-08-29
Romania	2024-06-13	6	2024-08-12
Mexico	2024-06-14	186	2024-08-22
Curacao	2024-06-14	10	2024-08-27
Montenegro	2024-06-17	1	2024-06-17
Sint Maarten	2024-06-18	4	2024-08-22
Peru	2024-06-19	7	2024-12-06
Senegal	2024-06-21	10	2024-06-25
Laos	2024-06-22	5	2024-07-20
Austria	2024-06-24	17	2024-11-05
Myanmar	2024-07-01	1	2024-07-01
Bahrain	2024-07-02	12	2024-09-17
Pakistan	2024-07-13	8	2024-09-01
Croatia	2024-07-15	9	2024-11-08
Argentina	2024-07-16	19	2024-11-11
Ecuador	2024-07-17	8	2024-08-25
Kosovo	2024-07-19	5	2024-08-09
Turkey	2024-07-19	6	2024-09-23
Honduras	2024-07-22	1	2024-07-22
Nepal	2024-07-23	3	2024-08-07
Moldova	2024-07-26	4	2024-08-19
Czech Republic	2024-08-01	3	2024-09-30
Lebanon	2024-08-04	1	2024-08-04
Chile	2024-08-06	54	2024-12-26
Estonia	2024-08-09	2	2024-08-14
Uruguay	2024-08-20	1	2024-08-20
Bulgaria	2024-08-24	2	2024-12-09
Slovakia	2024-09-04	21	2024-12-09
Qatar	2024-09-10	5	2024-09-30
Hungary	2024-09-11	3	2024-10-10
Bolivia	2024-12-25	2	2024-12-26
