	first_seq	num_seqs	last_seq
India	2020-12-12	666	2021-04-30
Indonesia	2021-01-07	9	2021-04-22
Luxembourg	2021-03-03	3	2021-04-17
USA	2021-03-03	437	2021-05-04
France	2021-03-15	28	2021-05-01
Australia	2021-03-18	59	2021-05-07
Germany	2021-03-18	61	2021-05-05
United Kingdom	2021-03-18	1573	2021-05-05
Greece	2021-03-23	7	2021-04-26
Japan	2021-03-28	20	2021-04-20
Denmark	2021-03-29	40	2021-05-03
New Zealand	2021-03-30	7	2021-04-18
Singapore	2021-04-01	103	2021-04-28
Sweden	2021-04-01	9	2021-04-28
Italy	2021-04-02	44	2021-05-05
Bahrain	2021-04-05	15	2021-04-10
Belgium	2021-04-06	45	2021-05-03
Ireland	2021-04-07	36	2021-04-27
Switzerland	2021-04-07	30	2021-05-03
Russia	2021-04-07	4	2021-04-22
South Korea	2021-04-11	1	2021-04-11
Netherlands	2021-04-13	6	2021-04-29
Norway	2021-04-15	4	2021-05-03
Aruba	2021-04-16	3	2021-04-22
Austria	2021-04-17	1	2021-04-17
Portugal	2021-04-18	2	2021-04-21
Slovenia	2021-04-20	1	2021-04-20
Uganda	2021-04-20	4	2021-04-26
China	2021-04-21	7	2021-04-24
Hong Kong	2021-04-22	1	2021-04-22
Spain	2021-04-23	16	2021-05-02
South Africa	2021-04-24	4	2021-05-02
Poland	2021-04-26	8	2021-05-04
Romania	2021-04-26	1	2021-04-26
Bangladesh	2021-04-27	5	2021-04-29
Malaysia	2021-04-28	1	2021-04-28
Mexico	2021-05-06	2	2021-05-06
