	first_seq	num_seqs	last_seq
India	2022-09-04	61	2023-03-17
Hong Kong	2022-09-11	275	2023-11-21
South Korea	2022-09-16	1844	2023-12-03
Thailand	2022-09-19	239	2023-10-30
Belgium	2022-09-22	745	2023-11-29
Austria	2022-09-26	1619	2023-12-07
Australia	2022-09-28	4174	2024-01-23
USA	2022-09-29	4627	2024-01-03
Japan	2022-10-01	2755	2024-01-11
Denmark	2022-10-03	3017	2023-12-11
United Kingdom	2022-10-03	17172	2024-02-14
New Zealand	2022-10-05	3436	2024-01-25
Liechtenstein	2022-10-06	16	2022-12-20
Indonesia	2022-10-11	85	2023-04-27
Israel	2022-10-11	507	2024-01-08
Papua New Guinea	2022-10-13	14	2022-12-05
Switzerland	2022-10-13	221	2023-11-14
Iceland	2022-10-17	284	2023-09-27
South Africa	2022-10-20	83	2023-12-06
Netherlands	2022-10-20	1586	2023-12-06
Portugal	2022-10-21	300	2023-10-25
Ireland	2022-10-23	1340	2023-11-24
Canada	2022-10-23	2553	2024-01-22
Germany	2022-10-24	3899	2024-01-02
Spain	2022-10-24	1712	2024-01-13
Sweden	2022-10-25	2306	2024-01-03
Iran	2022-10-26	10	2023-04-08
Greece	2022-10-26	468	2023-12-05
Latvia	2022-10-27	7	2022-11-29
Malaysia	2022-10-27	267	2023-10-11
Slovenia	2022-10-27	251	2023-12-04
Mauritius	2022-10-28	95	2023-05-19
Solomon Islands	2022-10-29	36	2022-11-29
Italy	2022-10-29	732	2023-12-17
Singapore	2022-10-31	506	2023-11-20
Turkey	2022-11-01	41	2023-10-09
Chile	2022-11-01	44	2023-12-11
Luxembourg	2022-11-02	336	2023-11-14
France	2022-11-03	1720	2024-02-01
Sri Lanka	2022-11-04	7	2023-05-05
Bulgaria	2022-11-07	5	2023-04-11
Norway	2022-11-08	274	2023-11-24
China	2022-11-10	58	2023-10-08
Finland	2022-11-11	606	2023-12-12
Mexico	2022-11-14	34	2023-02-21
Peru	2022-11-15	230	2023-06-16
Russia	2022-11-19	212	2023-05-06
Vietnam	2022-11-22	6	2023-04-19
Egypt	2022-11-23	4	2022-11-26
Brunei	2022-11-24	25	2023-06-02
Lithuania	2022-11-24	236	2023-11-06
Laos	2022-11-25	5	2022-12-08
Czech Republic	2022-11-28	64	2023-10-13
Croatia	2022-11-29	128	2023-12-06
Saudi Arabia	2022-12-01	1	2022-12-01
Brazil	2022-12-01	57	2023-09-21
Ecuador	2022-12-04	5	2023-01-19
Argentina	2022-12-05	16	2023-03-06
Colombia	2022-12-07	4	2023-08-14
Cambodia	2022-12-08	19	2023-01-16
Poland	2022-12-08	255	2023-12-08
Bonaire	2022-12-09	2	2022-12-23
Romania	2022-12-09	58	2023-09-21
Costa Rica	2022-12-11	11	2023-03-15
North Macedonia	2022-12-13	4	2023-03-01
Bosnia and Herzegovina	2022-12-13	3	2023-03-14
Aruba	2022-12-14	9	2023-01-09
Bahrain	2022-12-15	34	2023-02-07
Kazakhstan	2022-12-27	6	2023-03-13
Pakistan	2022-12-29	2	2023-02-22
Slovakia	2022-12-30	33	2023-09-29
Trinidad and Tobago	2023-01-03	11	2023-03-13
Guatemala	2023-01-03	2	2023-08-08
Taiwan	2023-01-03	43	2023-09-23
Cook Islands	2023-01-05	11	2023-01-16
Dominican Republic	2023-01-05	5	2023-09-06
Kuwait	2023-01-05	7	2023-09-17
Uganda	2023-01-07	1	2023-01-07
Jamaica	2023-01-09	2	2023-02-15
Sint Maarten	2023-01-10	2	2023-01-24
Hungary	2023-01-10	2	2023-01-30
Barbados	2023-01-10	4	2023-02-15
Ukraine	2023-01-10	57	2023-05-17
Georgia	2023-01-11	2	2023-04-24
Serbia	2023-01-14	6	2023-01-21
Tonga	2023-01-14	4	2023-02-13
Palestine	2023-01-14	2	2023-02-14
Estonia	2023-01-16	11	2023-01-25
Zambia	2023-01-18	1	2023-01-18
Bolivia	2023-01-25	1	2023-01-25
Montenegro	2023-01-30	2	2023-01-30
Kosovo	2023-01-31	4	2023-02-13
Oman	2023-02-08	10	2023-03-01
Niue	2023-02-12	4	2023-02-16
Tunisia	2023-02-23	1	2023-02-23
Mongolia	2023-03-03	1	2023-03-03
Lebanon	2023-04-17	1	2023-04-17
Morocco	2023-05-15	1	2023-05-15
Albania	2023-06-07	1	2023-06-07
