	first_seq	num_seqs	last_seq
Cameroon	2022-02-01	401	2022-10-24
France	2022-02-03	76061	2023-09-17
Japan	2022-02-03	214755	2024-07-25
Morocco	2022-02-05	693	2023-09-08
India	2022-02-07	5108	2023-03-11
Brazil	2022-02-07	23508	2023-08-04
Italy	2022-02-07	20380	2023-12-13
Gambia	2022-02-08	121	2022-09-08
Mexico	2022-02-08	13239	2023-05-23
United Kingdom	2022-02-08	117447	2023-10-28
Philippines	2022-02-09	3348	2023-01-17
Spain	2022-02-09	25905	2023-06-15
Austria	2022-02-09	19287	2023-06-28
Belgium	2022-02-09	22374	2023-11-06
Indonesia	2022-02-10	14885	2023-11-16
Egypt	2022-02-15	788	2023-06-05
Senegal	2022-02-16	38	2022-10-01
Saudi Arabia	2022-02-16	126	2023-01-03
Slovakia	2022-02-17	6510	2023-12-01
Romania	2022-02-19	2992	2023-04-03
Bosnia and Herzegovina	2022-02-21	61	2023-04-20
Germany	2022-02-24	154684	2023-05-27
USA	2022-02-26	514827	2024-02-28
Pakistan	2022-03-02	1097	2023-01-09
South Africa	2022-03-02	4123	2023-05-22
Slovenia	2022-03-03	9241	2023-05-16
Bangladesh	2022-03-05	339	2022-12-27
Tunisia	2022-03-09	126	2023-03-02
Mauritius	2022-03-09	1102	2023-03-10
Colombia	2022-03-10	1005	2023-01-18
Eswatini	2022-03-14	256	2023-05-02
Malaysia	2022-03-16	6718	2023-03-28
Chile	2022-03-17	4484	2023-04-19
Côte d'Ivoire	2022-03-18	47	2022-12-19
Portugal	2022-03-29	7533	2023-05-10
Australia	2022-04-06	34335	2023-08-29
Kenya	2022-04-07	655	2022-12-19
Turkey	2022-04-07	5351	2023-08-22
Hong Kong	2022-04-08	3133	2023-12-18
Jordan	2022-04-10	43	2022-12-18
Bolivia	2022-04-11	26	2022-12-07
Netherlands	2022-04-11	22854	2023-06-13
Switzerland	2022-04-11	10899	2023-06-13
Thailand	2022-04-12	4013	2023-05-09
Norway	2022-04-12	5972	2023-05-22
Poland	2022-04-13	4990	2023-11-22
Israel	2022-04-14	37551	2023-06-08
Denmark	2022-04-15	81291	2023-05-29
Canada	2022-04-15	72019	2023-09-16
Sint Maarten	2022-04-19	83	2022-12-11
Botswana	2022-04-19	123	2023-01-04
Zambia	2022-04-23	4	2022-07-19
Ireland	2022-04-23	15157	2023-10-06
Estonia	2022-04-25	2133	2023-01-24
Sweden	2022-04-27	32241	2023-08-28
Iceland	2022-04-28	1785	2023-06-29
Greece	2022-04-29	6835	2023-03-27
Democratic Republic of the Congo	2022-04-30	13	2022-08-08
Bahrain	2022-05-02	855	2023-02-01
Brunei	2022-05-02	1471	2023-02-02
Luxembourg	2022-05-02	12276	2023-04-05
New Zealand	2022-05-02	10467	2023-04-20
Czech Republic	2022-05-04	10852	2023-04-12
Croatia	2022-05-04	7243	2023-06-03
Cyprus	2022-05-05	862	2022-10-31
Finland	2022-05-06	5795	2023-07-18
China	2022-05-06	26557	2024-02-29
Kazakhstan	2022-05-08	1141	2023-03-13
Liechtenstein	2022-05-09	321	2022-12-29
Vietnam	2022-05-09	1664	2023-04-03
South Korea	2022-05-09	31757	2023-09-25
Singapore	2022-05-10	4914	2023-05-02
Namibia	2022-05-11	2	2022-05-11
Latvia	2022-05-13	8071	2022-12-20
Peru	2022-05-14	10941	2023-07-11
Panama	2022-05-16	672	2022-12-13
Bulgaria	2022-05-16	1072	2023-04-05
Lesotho	2022-05-17	10	2022-11-01
Venezuela	2022-05-18	105	2023-01-19
Costa Rica	2022-05-18	2535	2023-02-10
Togo	2022-05-20	24	2022-10-20
Djibouti	2022-05-20	118	2022-11-28
Jamaica	2022-05-20	415	2023-02-09
Cabo Verde	2022-05-21	119	2022-10-11
Aruba	2022-05-21	467	2023-01-03
Argentina	2022-05-21	950	2023-03-04
Libya	2022-05-22	14	2022-07-12
Ghana	2022-05-23	70	2022-10-06
Russia	2022-05-23	26535	2023-10-08
Paraguay	2022-05-24	748	2023-01-11
Montenegro	2022-05-26	137	2023-01-25
Kuwait	2022-05-26	137	2023-03-01
Bermuda	2022-05-29	50	2022-12-09
Republic of the Congo	2022-05-30	12	2022-09-17
Qatar	2022-05-30	631	2022-10-18
Andorra	2022-05-30	77	2022-11-12
Micronesia	2022-05-30	50	2022-12-04
Guadeloupe	2022-05-30	75	2022-12-05
Uganda	2022-05-30	49	2023-01-11
Grenada	2022-05-31	15	2022-08-16
Nigeria	2022-05-31	128	2022-10-20
Hungary	2022-05-31	220	2023-02-03
Bonaire	2022-06-01	285	2022-12-09
Guatemala	2022-06-01	578	2023-01-10
Georgia	2022-06-01	742	2023-01-13
Zimbabwe	2022-06-01	39	2023-01-19
Serbia	2022-06-02	870	2023-02-02
Seychelles	2022-06-03	39	2022-09-30
Curacao	2022-06-03	291	2022-12-07
Iran	2022-06-04	334	2023-07-01
Ecuador	2022-06-06	1296	2023-01-17
Saint Martin	2022-06-07	15	2022-10-24
Mozambique	2022-06-07	48	2023-03-13
Iraq	2022-06-10	12	2022-11-11
Saint Lucia	2022-06-10	61	2023-02-04
Ethiopia	2022-06-11	33	2023-06-16
El Salvador	2022-06-12	136	2022-11-09
Algeria	2022-06-12	332	2022-11-14
Albania	2022-06-13	199	2022-07-15
Malawi	2022-06-13	25	2022-12-17
Moldova	2022-06-14	101	2023-01-19
Laos	2022-06-15	95	2022-12-23
Taiwan	2022-06-17	220	2023-04-16
Cambodia	2022-06-18	377	2023-01-28
Palau	2022-06-19	17	2022-10-13
Dominican Republic	2022-06-20	117	2023-01-13
Lebanon	2022-06-20	77	2023-01-24
Kosovo	2022-06-20	247	2023-02-23
Ukraine	2022-06-20	827	2023-08-02
Trinidad and Tobago	2022-06-22	673	2023-01-14
Barbados	2022-06-22	67	2023-02-02
Oman	2022-06-26	2	2022-06-27
Mongolia	2022-06-27	238	2022-12-28
Belize	2022-06-27	85	2023-01-03
Sri Lanka	2022-06-27	88	2023-01-08
Uruguay	2022-06-27	21	2023-01-23
Gabon	2022-06-29	2	2022-06-29
Marshall Islands	2022-07-02	18	2022-07-29
North Macedonia	2022-07-02	115	2023-02-07
Nepal	2022-07-03	19	2022-08-18
Tonga	2022-07-03	27	2022-11-30
Cook Islands	2022-07-04	5	2022-10-21
Papua New Guinea	2022-07-05	93	2022-12-05
Bhutan	2022-07-06	2	2022-10-03
Mauritania	2022-07-07	5	2022-07-17
Solomon Islands	2022-07-08	29	2022-11-29
Haiti	2022-07-08	13	2022-12-22
United Arab Emirates	2022-07-10	1	2022-07-10
Kiribati	2022-07-14	68	2022-08-11
Uzbekistan	2022-07-18	37	2022-08-17
Angola	2022-07-20	14	2022-10-10
Myanmar	2022-07-20	19	2023-01-23
Vanuatu	2022-07-22	14	2022-09-03
Syria	2022-08-01	15	2022-08-25
Liberia	2022-08-02	4	2022-08-29
